name	chrom	strand	TSS	geneId	geneName
ENSMUST00000115222.9	chr9	+	31030645	ENSMUSG00000047412.16	Zbtb44
ENSMUST00000217092.1	chr9	+	31053238	ENSMUSG00000047412.16	Zbtb44
ENSMUST00000167346.1	chr9	+	31053295	ENSMUSG00000047412.16	Zbtb44
ENSMUST00000214585.1	chr9	+	31053306	ENSMUSG00000047412.16	Zbtb44
ENSMUST00000117389.7	chr9	+	31280537	ENSMUSG00000042496.18	Prdm10
ENSMUST00000215499.1	chr9	+	31280548	ENSMUSG00000042496.18	Prdm10
ENSMUST00000215847.1	chr9	+	31313552	ENSMUSG00000042496.18	Prdm10
ENSMUST00000136144.1	chr9	+	31314726	ENSMUSG00000042496.18	Prdm10
ENSMUST00000074510.3	chr9	+	31315106	ENSMUSG00000042496.18	Prdm10
ENSMUST00000116615.4	chr9	-	31913462	ENSMUSG00000032033.11	Barx2
ENSMUST00000183879.1	chr9	+	32636220	ENSMUSG00000032035.16	Ets1
ENSMUST00000184110.1	chr9	+	32636238	ENSMUSG00000032035.16	Ets1
ENSMUST00000238819.1	chr9	+	32636247	ENSMUSG00000032035.16	Ets1
ENSMUST00000177218.7	chr9	-	37083309	ENSMUSG00000035934.16	Pknox2
ENSMUST00000039674.12	chr9	-	37147407	ENSMUSG00000035934.16	Pknox2
ENSMUST00000080754.11	chr9	-	37147314	ENSMUSG00000035934.16	Pknox2
ENSMUST00000175938.8	chr9	-	36987272	ENSMUSG00000035934.16	Pknox2
ENSMUST00000177080.7	chr9	-	37083279	ENSMUSG00000035934.16	Pknox2
ENSMUST00000176562.7	chr9	-	37083279	ENSMUSG00000035934.16	Pknox2
ENSMUST00000176622.7	chr9	-	37083279	ENSMUSG00000035934.16	Pknox2
ENSMUST00000177444.7	chr9	-	37083279	ENSMUSG00000035934.16	Pknox2
ENSMUST00000188348.6	chr9	-	37137567	ENSMUSG00000035934.16	Pknox2
ENSMUST00000188057.6	chr9	-	37147322	ENSMUSG00000035934.16	Pknox2
ENSMUST00000189294.6	chr9	-	37145660	ENSMUSG00000035934.16	Pknox2
ENSMUST00000188433.1	chr9	-	37147266	ENSMUSG00000035934.16	Pknox2
ENSMUST00000216508.1	chr9	-	44305671	ENSMUSG00000032119.5	Hinfp
ENSMUST00000034629.5	chr9	-	44305646	ENSMUSG00000032119.5	Hinfp
ENSMUST00000214660.1	chr9	-	44305646	ENSMUSG00000032119.5	Hinfp
ENSMUST00000217605.1	chr9	-	44305645	ENSMUSG00000032119.5	Hinfp
ENSMUST00000093852.4	chr9	-	48835945	ENSMUSG00000066687.5	Zbtb16
ENSMUST00000216150.1	chr9	-	48836222	ENSMUSG00000066687.5	Zbtb16
ENSMUST00000034879.4	chr9	+	56418608	ENSMUSG00000032329.4	Hmg20a
ENSMUST00000164010.7	chr9	-	57836706	ENSMUSG00000004661.15	Arid3b
ENSMUST00000171444.7	chr9	-	57836708	ENSMUSG00000004661.15	Arid3b
ENSMUST00000004780.15	chr9	-	57834236	ENSMUSG00000004661.15	Arid3b
ENSMUST00000114165.8	chr9	-	57836478	ENSMUSG00000004661.15	Arid3b
ENSMUST00000164035.7	chr9	-	57836761	ENSMUSG00000004661.15	Arid3b
ENSMUST00000098686.3	chr9	-	57836793	ENSMUSG00000004661.15	Arid3b
ENSMUST00000170477.1	chr9	-	57820627	ENSMUSG00000004661.15	Arid3b
ENSMUST00000034973.9	chr9	-	63757994	ENSMUSG00000032402.12	Smad3
ENSMUST00000154323.7	chr9	-	63711969	ENSMUSG00000032402.12	Smad3
ENSMUST00000133108.2	chr9	-	63751077	ENSMUSG00000032402.12	Smad3
ENSMUST00000137065.1	chr9	-	63743265	ENSMUSG00000032402.12	Smad3
ENSMUST00000159109.1	chr9	-	65827564	ENSMUSG00000040524.9	Zfp609
ENSMUST00000113624.2	chr9	+	69289681	ENSMUSG00000032238.17	Rora
ENSMUST00000183404.7	chr9	-	72111847	ENSMUSG00000032228.16	Tcf12
ENSMUST00000034755.12	chr9	-	72111821	ENSMUSG00000032228.16	Tcf12
ENSMUST00000184867.7	chr9	-	72111807	ENSMUSG00000032228.16	Tcf12
ENSMUST00000185117.7	chr9	-	72111651	ENSMUSG00000032228.16	Tcf12
ENSMUST00000184783.7	chr9	-	72111871	ENSMUSG00000032228.16	Tcf12
ENSMUST00000184523.7	chr9	-	72111812	ENSMUSG00000032228.16	Tcf12
ENSMUST00000183992.7	chr9	-	72111202	ENSMUSG00000032228.16	Tcf12
ENSMUST00000184072.7	chr9	-	72109724	ENSMUSG00000032228.16	Tcf12
ENSMUST00000184416.7	chr9	-	72000476	ENSMUSG00000032228.16	Tcf12
ENSMUST00000183647.7	chr9	-	72000474	ENSMUSG00000032228.16	Tcf12
ENSMUST00000183492.7	chr9	-	72111772	ENSMUSG00000032228.16	Tcf12
ENSMUST00000184107.7	chr9	-	72111600	ENSMUSG00000032228.16	Tcf12
ENSMUST00000183594.1	chr9	-	72111792	ENSMUSG00000032228.16	Tcf12
ENSMUST00000184196.1	chr9	-	72111847	ENSMUSG00000032228.16	Tcf12
ENSMUST00000163401.8	chr9	+	72532239	ENSMUSG00000037674.15	Rfx7
ENSMUST00000093820.9	chr9	+	72532239	ENSMUSG00000037674.15	Rfx7
ENSMUST00000165120.8	chr9	+	96196274	ENSMUSG00000032411.15	Tfdp2
ENSMUST00000034982.15	chr9	+	96196303	ENSMUSG00000032411.15	Tfdp2
ENSMUST00000188008.6	chr9	+	96196316	ENSMUSG00000032411.15	Tfdp2
ENSMUST00000188750.6	chr9	+	96196336	ENSMUSG00000032411.15	Tfdp2
ENSMUST00000185644.6	chr9	+	96196347	ENSMUSG00000032411.15	Tfdp2
ENSMUST00000190709.6	chr9	+	96196379	ENSMUSG00000032411.15	Tfdp2
ENSMUST00000188829.6	chr9	+	96202155	ENSMUSG00000032411.15	Tfdp2
ENSMUST00000152594.7	chr9	-	96752831	ENSMUSG00000040433.16	Zbtb38
ENSMUST00000093798.8	chr9	-	96731675	ENSMUSG00000040433.16	Zbtb38
ENSMUST00000147314.1	chr9	-	96731341	ENSMUSG00000040433.16	Zbtb38
ENSMUST00000130078.7	chr9	-	96752685	ENSMUSG00000040433.16	Zbtb38
ENSMUST00000088716.11	chr9	+	110131979	ENSMUSG00000032481.17	Smarcc1
ENSMUST00000197984.4	chr9	+	110132036	ENSMUSG00000032481.17	Smarcc1
ENSMUST00000199896.1	chr9	+	110132036	ENSMUSG00000032481.17	Smarcc1
ENSMUST00000214732.1	chr9	+	121759329	ENSMUSG00000013419.7	Zfp651
ENSMUST00000093772.3	chr9	+	121760032	ENSMUSG00000013419.7	Zfp651
ENSMUST00000215081.1	chr9	+	121764016	ENSMUSG00000013419.7	Zfp651
ENSMUST00000164441.1	chr9	+	18404417	ENSMUSG00000074502.4	Ubtfl1
ENSMUST00000169398.2	chr9	+	18404419	ENSMUSG00000074502.4	Ubtfl1
ENSMUST00000098973.2	chr9	+	18409093	ENSMUSG00000074502.4	Ubtfl1
ENSMUST00000159596.7	chr9	-	18478263	ENSMUSG00000074500.11	Zfp558
ENSMUST00000034647.10	chr9	-	18473559	ENSMUSG00000074500.11	Zfp558
ENSMUST00000162441.2	chr9	-	18478268	ENSMUSG00000074500.11	Zfp558
ENSMUST00000034646.7	chr9	-	18473422	ENSMUSG00000074500.11	Zfp558
ENSMUST00000213725.1	chr9	+	19622101	ENSMUSG00000057551.10	Zfp317
ENSMUST00000208694.1	chr9	+	19622127	ENSMUSG00000057551.10	Zfp317
ENSMUST00000215372.1	chr9	+	19622303	ENSMUSG00000057551.10	Zfp317
ENSMUST00000214731.1	chr9	+	19622798	ENSMUSG00000057551.10	Zfp317
ENSMUST00000079042.6	chr9	+	19641223	ENSMUSG00000057551.10	Zfp317
ENSMUST00000068079.13	chr9	-	20385177	ENSMUSG00000045519.15	Zfp560
ENSMUST00000214965.1	chr9	-	20355646	ENSMUSG00000045519.15	Zfp560
ENSMUST00000143992.2	chr9	-	20385177	ENSMUSG00000045519.15	Zfp560
ENSMUST00000160370.1	chr9	-	20441374	ENSMUSG00000063108.15	Zfp26
ENSMUST00000168095.7	chr9	-	20478270	ENSMUSG00000059475.13	Zfp426
ENSMUST00000115562.8	chr9	-	20492746	ENSMUSG00000059475.13	Zfp426
ENSMUST00000167457.7	chr9	-	20492746	ENSMUSG00000059475.13	Zfp426
ENSMUST00000169558.7	chr9	-	20492742	ENSMUSG00000059475.13	Zfp426
ENSMUST00000080386.12	chr9	-	20492742	ENSMUSG00000059475.13	Zfp426
ENSMUST00000163348.7	chr9	-	20492742	ENSMUSG00000059475.13	Zfp426
ENSMUST00000166005.7	chr9	-	20478157	ENSMUSG00000059475.13	Zfp426
ENSMUST00000166465.7	chr9	-	20473462	ENSMUSG00000059475.13	Zfp426
ENSMUST00000163427.7	chr9	-	20492731	ENSMUSG00000059475.13	Zfp426
ENSMUST00000164825.7	chr9	-	20490805	ENSMUSG00000059475.13	Zfp426
ENSMUST00000164799.7	chr9	-	20478254	ENSMUSG00000059475.13	Zfp426
ENSMUST00000169269.7	chr9	-	20492701	ENSMUSG00000059475.13	Zfp426
ENSMUST00000164250.1	chr9	-	20492711	ENSMUSG00000059475.13	Zfp426
ENSMUST00000174462.7	chr9	-	20521417	ENSMUSG00000060510.14	Zfp266
ENSMUST00000068296.7	chr9	-	20521408	ENSMUSG00000060510.14	Zfp266
ENSMUST00000215908.1	chr9	-	20521266	ENSMUSG00000060510.14	Zfp266
ENSMUST00000213418.1	chr9	-	20521417	ENSMUSG00000060510.14	Zfp266
ENSMUST00000217488.1	chr9	-	20521417	ENSMUSG00000060510.14	Zfp266
ENSMUST00000213275.1	chr9	-	20521410	ENSMUSG00000060510.14	Zfp266
ENSMUST00000214194.1	chr9	+	20581290	ENSMUSG00000058192.16	Zfp846
ENSMUST00000115557.9	chr9	+	20581324	ENSMUSG00000058192.16	Zfp846
ENSMUST00000140668.7	chr9	+	20581524	ENSMUSG00000058192.16	Zfp846
ENSMUST00000217655.1	chr9	+	20581531	ENSMUSG00000058192.16	Zfp846
ENSMUST00000060063.9	chr9	+	20587890	ENSMUSG00000058192.16	Zfp846
ENSMUST00000115494.2	chr9	-	21067093	ENSMUSG00000079681.3	Zglp1
ENSMUST00000216967.1	chr9	-	21062795	ENSMUSG00000079681.3	Zglp1
ENSMUST00000216916.1	chr9	-	22071276	ENSMUSG00000038895.16	Zfp653
ENSMUST00000043922.6	chr9	-	22071345	ENSMUSG00000038895.16	Zfp653
ENSMUST00000179605.8	chr9	-	22071341	ENSMUSG00000038895.16	Zfp653
ENSMUST00000216244.1	chr9	-	22071376	ENSMUSG00000038895.16	Zfp653
ENSMUST00000217301.1	chr9	+	22188089	ENSMUSG00000074472.10	Zfp872
ENSMUST00000178901.7	chr9	+	22188167	ENSMUSG00000074472.10	Zfp872
ENSMUST00000091508.4	chr9	+	22197066	ENSMUSG00000074472.10	Zfp872
ENSMUST00000215902.1	chr9	+	22225713	ENSMUSG00000057982.8	Zfp809
ENSMUST00000213350.1	chr9	+	22225722	ENSMUSG00000057982.8	Zfp809
ENSMUST00000213371.1	chr9	+	22225722	ENSMUSG00000057982.8	Zfp809
ENSMUST00000215618.1	chr9	+	22225751	ENSMUSG00000057982.8	Zfp809
ENSMUST00000072465.8	chr9	+	22225770	ENSMUSG00000057982.8	Zfp809
ENSMUST00000215583.1	chr9	+	22225968	ENSMUSG00000057982.8	Zfp809
ENSMUST00000086281.4	chr9	-	22259895	ENSMUSG00000062794.8	Zfp599
ENSMUST00000217563.1	chr9	-	22306968	ENSMUSG00000066829.7	Zfp810
ENSMUST00000215802.1	chr9	-	24769680	ENSMUSG00000031965.15	Tbx20
ENSMUST00000216564.1	chr9	-	24769750	ENSMUSG00000031965.15	Tbx20
ENSMUST00000214458.1	chr9	+	26999727	ENSMUSG00000035443.10	Thyn1
ENSMUST00000217143.1	chr9	+	27003059	ENSMUSG00000035443.10	Thyn1
ENSMUST00000215024.1	chr9	+	27005611	ENSMUSG00000035443.10	Thyn1
ENSMUST00000216361.1	chr9	+	27006604	ENSMUSG00000035443.10	Thyn1
ENSMUST00000213202.1	chr9	+	31054251	ENSMUSG00000047412.16	Zbtb44
ENSMUST00000086167.11	chr9	+	31386191	ENSMUSG00000042185.14	Nfrkb
ENSMUST00000132329.7	chr9	+	31386196	ENSMUSG00000042185.14	Nfrkb
ENSMUST00000131540.7	chr9	+	31386203	ENSMUSG00000042185.14	Nfrkb
ENSMUST00000152593.7	chr9	+	31386212	ENSMUSG00000042185.14	Nfrkb
ENSMUST00000215211.1	chr9	+	31386455	ENSMUSG00000042185.14	Nfrkb
ENSMUST00000134528.1	chr9	+	31392787	ENSMUSG00000042185.14	Nfrkb
ENSMUST00000215544.1	chr9	+	31396150	ENSMUSG00000042185.14	Nfrkb
ENSMUST00000150179.1	chr9	+	31397231	ENSMUSG00000042185.14	Nfrkb
ENSMUST00000128375.7	chr9	+	31399218	ENSMUSG00000042185.14	Nfrkb
ENSMUST00000143558.1	chr9	+	31409426	ENSMUSG00000042185.14	Nfrkb
ENSMUST00000034534.12	chr9	+	32696021	ENSMUSG00000032035.16	Ets1
ENSMUST00000050797.13	chr9	+	32696048	ENSMUSG00000032035.16	Ets1
ENSMUST00000184887.1	chr9	+	32696120	ENSMUSG00000032035.16	Ets1
ENSMUST00000184364.1	chr9	+	32696383	ENSMUSG00000032035.16	Ets1
ENSMUST00000213653.1	chr9	-	37147306	ENSMUSG00000035934.16	Pknox2
ENSMUST00000215175.1	chr9	-	37145815	ENSMUSG00000035934.16	Pknox2
ENSMUST00000168691.1	chr9	+	40192315	ENSMUSG00000025602.13	Zfp202
ENSMUST00000026693.13	chr9	+	40192316	ENSMUSG00000025602.13	Zfp202
ENSMUST00000168832.1	chr9	+	40192328	ENSMUSG00000025602.13	Zfp202
ENSMUST00000067375.4	chr9	+	40874126	ENSMUSG00000054360.4	Bsx
ENSMUST00000176636.4	chr9	-	43205755	ENSMUSG00000032015.16	Pou2f3
ENSMUST00000034513.12	chr9	-	43210369	ENSMUSG00000032015.16	Pou2f3
ENSMUST00000213862.1	chr9	-	43143204	ENSMUSG00000032015.16	Pou2f3
ENSMUST00000215637.1	chr9	-	44298040	ENSMUSG00000032119.5	Hinfp
ENSMUST00000215665.1	chr9	-	44298636	ENSMUSG00000032119.5	Hinfp
ENSMUST00000217137.1	chr9	-	44298870	ENSMUSG00000032119.5	Hinfp
ENSMUST00000217205.1	chr9	-	44299458	ENSMUSG00000032119.5	Hinfp
ENSMUST00000175950.7	chr9	+	55538671	ENSMUSG00000032318.12	Isl2
ENSMUST00000034869.10	chr9	+	55541147	ENSMUSG00000032318.12	Isl2
ENSMUST00000164373.7	chr9	+	55541206	ENSMUSG00000032318.12	Isl2
ENSMUST00000114290.3	chr9	+	55541206	ENSMUSG00000032318.12	Isl2
ENSMUST00000165302.1	chr9	+	55542335	ENSMUSG00000032318.12	Isl2
ENSMUST00000215269.1	chr9	+	56418643	ENSMUSG00000032329.4	Hmg20a
ENSMUST00000213242.1	chr9	+	56418814	ENSMUSG00000032329.4	Hmg20a
ENSMUST00000214771.1	chr9	+	56418819	ENSMUSG00000032329.4	Hmg20a
ENSMUST00000217518.1	chr9	+	56418823	ENSMUSG00000032329.4	Hmg20a
ENSMUST00000214869.1	chr9	+	56418829	ENSMUSG00000032329.4	Hmg20a
ENSMUST00000169563.1	chr9	-	57791648	ENSMUSG00000004661.15	Arid3b
ENSMUST00000171949.1	chr9	-	57796221	ENSMUSG00000004661.15	Arid3b
ENSMUST00000167670.1	chr9	-	57836770	ENSMUSG00000004661.15	Arid3b
ENSMUST00000130831.7	chr9	-	59950034	ENSMUSG00000032292.8	Nr2e3
ENSMUST00000034831.2	chr9	-	59950117	ENSMUSG00000032292.8	Nr2e3
ENSMUST00000128060.7	chr9	-	59960659	ENSMUSG00000032292.8	Nr2e3
ENSMUST00000156845.7	chr9	-	59950110	ENSMUSG00000032292.8	Nr2e3
ENSMUST00000128108.7	chr9	-	59950074	ENSMUSG00000032292.8	Nr2e3
ENSMUST00000144391.1	chr9	-	59948791	ENSMUSG00000032292.8	Nr2e3
ENSMUST00000147892.7	chr9	-	59949394	ENSMUSG00000032292.8	Nr2e3
ENSMUST00000143377.1	chr9	-	59960655	ENSMUSG00000032292.8	Nr2e3
ENSMUST00000138888.1	chr9	-	59950074	ENSMUSG00000032292.8	Nr2e3
ENSMUST00000215501.1	chr9	-	62887387	ENSMUSG00000032405.10	Pias1
ENSMUST00000216209.1	chr9	-	62987924	ENSMUSG00000032405.10	Pias1
ENSMUST00000215455.1	chr9	-	62951996	ENSMUSG00000032405.10	Pias1
ENSMUST00000137713.7	chr9	-	63666547	ENSMUSG00000032402.12	Smad3
ENSMUST00000179458.1	chr9	-	64022032	ENSMUSG00000036867.7	Smad6
ENSMUST00000159878.1	chr9	-	65701144	ENSMUSG00000040524.9	Zfp609
ENSMUST00000160747.1	chr9	-	65797912	ENSMUSG00000040524.9	Zfp609
ENSMUST00000140351.7	chr9	+	68653785	ENSMUSG00000032238.17	Rora
ENSMUST00000143507.1	chr9	+	68655302	ENSMUSG00000032238.17	Rora
ENSMUST00000071281.4	chr9	-	69760940	ENSMUSG00000059246.4	Foxb1
ENSMUST00000184770.7	chr9	-	71896086	ENSMUSG00000032228.16	Tcf12
ENSMUST00000183918.7	chr9	-	71896396	ENSMUSG00000032228.16	Tcf12
ENSMUST00000184448.7	chr9	-	71896089	ENSMUSG00000032228.16	Tcf12
ENSMUST00000183784.7	chr9	-	71884711	ENSMUSG00000032228.16	Tcf12
ENSMUST00000184378.7	chr9	-	71895985	ENSMUSG00000032228.16	Tcf12
ENSMUST00000184029.1	chr9	-	71922710	ENSMUSG00000032228.16	Tcf12
ENSMUST00000184806.1	chr9	-	72110481	ENSMUSG00000032228.16	Tcf12
ENSMUST00000184517.7	chr9	+	72274878	ENSMUSG00000038535.17	Zfp280d
ENSMUST00000184968.1	chr9	+	72274914	ENSMUSG00000038535.17	Zfp280d
ENSMUST00000184639.1	chr9	+	72274978	ENSMUSG00000038535.17	Zfp280d
ENSMUST00000183400.1	chr9	+	72274980	ENSMUSG00000038535.17	Zfp280d
ENSMUST00000184786.7	chr9	+	72298726	ENSMUSG00000038535.17	Zfp280d
ENSMUST00000183545.1	chr9	+	72307146	ENSMUSG00000038535.17	Zfp280d
ENSMUST00000183608.1	chr9	+	72312100	ENSMUSG00000038535.17	Zfp280d
ENSMUST00000185020.1	chr9	+	72312140	ENSMUSG00000038535.17	Zfp280d
ENSMUST00000184248.1	chr9	+	72312662	ENSMUSG00000038535.17	Zfp280d
ENSMUST00000184025.1	chr9	+	72323055	ENSMUSG00000038535.17	Zfp280d
ENSMUST00000184141.1	chr9	+	72328247	ENSMUSG00000038535.17	Zfp280d
ENSMUST00000183459.1	chr9	+	72331080	ENSMUSG00000038535.17	Zfp280d
ENSMUST00000183468.1	chr9	+	72360201	ENSMUSG00000038535.17	Zfp280d
ENSMUST00000184851.1	chr9	+	72532242	ENSMUSG00000037674.15	Rfx7
ENSMUST00000183372.7	chr9	+	72532608	ENSMUSG00000037674.15	Rfx7
ENSMUST00000184015.1	chr9	+	72532734	ENSMUSG00000037674.15	Rfx7
ENSMUST00000185177.1	chr9	+	72599597	ENSMUSG00000037674.15	Rfx7
ENSMUST00000183601.1	chr9	+	72610388	ENSMUSG00000037674.15	Rfx7
ENSMUST00000056006.10	chr9	+	74861920	ENSMUSG00000043013.10	Onecut1
ENSMUST00000160499.2	chr9	+	74866483	ENSMUSG00000043013.10	Onecut1
ENSMUST00000024104.8	chr9	+	78051923	ENSMUSG00000023333.8	Gcm1
ENSMUST00000034991.7	chr9	-	87731260	ENSMUSG00000032419.8	Tbx18
ENSMUST00000186698.1	chr9	-	87730497	ENSMUSG00000032419.8	Tbx18
ENSMUST00000162827.7	chr9	+	88548019	ENSMUSG00000032425.15	Zfp949
ENSMUST00000160652.7	chr9	+	88548043	ENSMUSG00000032425.15	Zfp949
ENSMUST00000162985.2	chr9	+	88548084	ENSMUSG00000032425.15	Zfp949
ENSMUST00000161232.1	chr9	+	88548099	ENSMUSG00000032425.15	Zfp949
ENSMUST00000161458.2	chr9	+	88548182	ENSMUSG00000032425.15	Zfp949
ENSMUST00000034927.12	chr9	-	91365768	ENSMUSG00000032368.14	Zic1
ENSMUST00000065360.4	chr9	-	91365810	ENSMUSG00000032368.14	Zic1
ENSMUST00000173121.1	chr9	-	91363054	ENSMUSG00000032368.14	Zic1
ENSMUST00000173342.7	chr9	+	91362412	ENSMUSG00000036972.14	Zic4
ENSMUST00000172978.1	chr9	+	91368366	ENSMUSG00000036972.14	Zic4
ENSMUST00000173054.7	chr9	+	91368811	ENSMUSG00000036972.14	Zic4
ENSMUST00000174611.7	chr9	+	91368893	ENSMUSG00000036972.14	Zic4
ENSMUST00000172646.7	chr9	+	91368969	ENSMUSG00000036972.14	Zic4
ENSMUST00000170572.1	chr9	+	91369497	ENSMUSG00000036972.14	Zic4
ENSMUST00000174212.7	chr9	+	91371003	ENSMUSG00000036972.14	Zic4
ENSMUST00000173933.7	chr9	+	91371212	ENSMUSG00000036972.14	Zic4
ENSMUST00000174802.1	chr9	+	91371349	ENSMUSG00000036972.14	Zic4
ENSMUST00000172858.1	chr9	+	91378196	ENSMUSG00000036972.14	Zic4
ENSMUST00000066384.6	chr9	+	91378641	ENSMUSG00000036972.14	Zic4
ENSMUST00000085242.4	chr9	+	91382409	ENSMUSG00000036972.14	Zic4
ENSMUST00000093801.9	chr9	+	92249749	ENSMUSG00000032369.13	Plscr1
ENSMUST00000186364.1	chr9	+	92250341	ENSMUSG00000032369.13	Plscr1
ENSMUST00000187952.1	chr9	+	92266294	ENSMUSG00000032369.13	Plscr1
ENSMUST00000186609.6	chr9	+	96258704	ENSMUSG00000032411.15	Tfdp2
ENSMUST00000190104.6	chr9	+	96258741	ENSMUSG00000032411.15	Tfdp2
ENSMUST00000179416.7	chr9	+	96258741	ENSMUSG00000032411.15	Tfdp2
ENSMUST00000189606.6	chr9	+	96258758	ENSMUSG00000032411.15	Tfdp2
ENSMUST00000179065.7	chr9	+	96259252	ENSMUSG00000032411.15	Tfdp2
ENSMUST00000165768.3	chr9	+	96259284	ENSMUSG00000032411.15	Tfdp2
ENSMUST00000191390.1	chr9	+	96288356	ENSMUSG00000032411.15	Tfdp2
ENSMUST00000190689.1	chr9	+	96305100	ENSMUSG00000032411.15	Tfdp2
ENSMUST00000191133.1	chr9	+	96310565	ENSMUSG00000032411.15	Tfdp2
ENSMUST00000126066.7	chr9	-	96719850	ENSMUSG00000040433.16	Zbtb38
ENSMUST00000140121.7	chr9	-	96720300	ENSMUSG00000040433.16	Zbtb38
ENSMUST00000128269.7	chr9	-	96719565	ENSMUSG00000040433.16	Zbtb38
ENSMUST00000143906.1	chr9	-	96729036	ENSMUSG00000040433.16	Zbtb38
ENSMUST00000137858.1	chr9	-	96732770	ENSMUSG00000040433.16	Zbtb38
ENSMUST00000124186.1	chr9	-	96732669	ENSMUSG00000040433.16	Zbtb38
ENSMUST00000132060.7	chr9	-	96752727	ENSMUSG00000040433.16	Zbtb38
ENSMUST00000143403.1	chr9	-	96752693	ENSMUSG00000040433.16	Zbtb38
ENSMUST00000051312.4	chr9	+	98955287	ENSMUSG00000050397.4	Foxl2
ENSMUST00000054819.9	chr9	-	99876170	ENSMUSG00000053747.9	Sox14
ENSMUST00000183065.1	chr9	-	99875655	ENSMUSG00000053747.9	Sox14
ENSMUST00000098355.5	chr9	+	110117707	ENSMUSG00000032481.17	Smarcc1
ENSMUST00000197480.4	chr9	+	110132036	ENSMUSG00000032481.17	Smarcc1
ENSMUST00000200237.4	chr9	+	110132036	ENSMUSG00000032481.17	Smarcc1
ENSMUST00000198667.1	chr9	+	110185731	ENSMUSG00000032481.17	Smarcc1
ENSMUST00000198211.1	chr9	+	110234907	ENSMUSG00000032481.17	Smarcc1
ENSMUST00000200426.1	chr9	+	110236393	ENSMUSG00000032481.17	Smarcc1
ENSMUST00000198884.4	chr9	+	111019270	ENSMUSG00000032496.7	Ltf
ENSMUST00000196777.4	chr9	+	111019291	ENSMUSG00000032496.7	Ltf
ENSMUST00000196209.4	chr9	+	111019291	ENSMUSG00000032496.7	Ltf
ENSMUST00000035077.7	chr9	+	111019291	ENSMUSG00000032496.7	Ltf
ENSMUST00000196122.2	chr9	+	111019309	ENSMUSG00000032496.7	Ltf
ENSMUST00000198152.1	chr9	+	111022415	ENSMUSG00000032496.7	Ltf
ENSMUST00000200459.1	chr9	+	111024385	ENSMUSG00000032496.7	Ltf
ENSMUST00000197893.1	chr9	+	111027121	ENSMUSG00000032496.7	Ltf
ENSMUST00000199313.1	chr9	+	111027359	ENSMUSG00000032496.7	Ltf
ENSMUST00000199815.4	chr9	+	111031120	ENSMUSG00000032496.7	Ltf
ENSMUST00000198233.1	chr9	+	111035638	ENSMUSG00000032496.7	Ltf
ENSMUST00000197575.1	chr9	+	111038804	ENSMUSG00000032496.7	Ltf
ENSMUST00000196703.5	chr9	+	111161302	ENSMUSG00000032497.19	Lrrfip2
ENSMUST00000239333.1	chr9	+	111174215	ENSMUSG00000032497.19	Lrrfip2
ENSMUST00000239196.1	chr9	+	111174232	ENSMUSG00000032497.19	Lrrfip2
ENSMUST00000216430.1	chr9	+	111182258	ENSMUSG00000032497.19	Lrrfip2
ENSMUST00000217117.1	chr9	+	111182326	ENSMUSG00000032497.19	Lrrfip2
ENSMUST00000198986.1	chr9	+	111185191	ENSMUSG00000032497.19	Lrrfip2
ENSMUST00000197540.4	chr9	+	111193040	ENSMUSG00000032497.19	Lrrfip2
ENSMUST00000198127.1	chr9	+	111199453	ENSMUSG00000032497.19	Lrrfip2
ENSMUST00000199711.1	chr9	+	111214192	ENSMUSG00000032497.19	Lrrfip2
ENSMUST00000196906.1	chr9	+	111219169	ENSMUSG00000032497.19	Lrrfip2
ENSMUST00000009885.13	chr9	+	113930933	ENSMUSG00000009741.15	Ubp1
ENSMUST00000084885.11	chr9	+	113930933	ENSMUSG00000009741.15	Ubp1
ENSMUST00000214095.1	chr9	+	113931434	ENSMUSG00000009741.15	Ubp1
ENSMUST00000116492.2	chr9	+	113931563	ENSMUSG00000009741.15	Ubp1
ENSMUST00000216891.1	chr9	+	113931628	ENSMUSG00000009741.15	Ubp1
ENSMUST00000216558.1	chr9	+	113931653	ENSMUSG00000009741.15	Ubp1
ENSMUST00000216293.1	chr9	+	113969224	ENSMUSG00000009741.15	Ubp1
ENSMUST00000111763.7	chr9	+	118478211	ENSMUSG00000032446.14	Eomes
ENSMUST00000035020.14	chr9	+	118478343	ENSMUSG00000032446.14	Eomes
ENSMUST00000150633.1	chr9	+	118478860	ENSMUSG00000032446.14	Eomes
ENSMUST00000035101.8	chr9	-	119984443	ENSMUSG00000032515.8	Csrnp1
ENSMUST00000215916.1	chr9	-	119977335	ENSMUSG00000032515.8	Csrnp1
ENSMUST00000214058.1	chr9	-	119983023	ENSMUSG00000032515.8	Csrnp1
ENSMUST00000213936.1	chr9	-	119984658	ENSMUSG00000032515.8	Csrnp1
ENSMUST00000216929.1	chr9	-	119983779	ENSMUSG00000032515.8	Csrnp1
ENSMUST00000213743.1	chr9	+	121767081	ENSMUSG00000013419.7	Zfp651
ENSMUST00000214626.1	chr9	-	122862344	ENSMUSG00000047036.8	Zfp445
ENSMUST00000216063.1	chr9	-	122866006	ENSMUSG00000047036.8	Zfp445
ENSMUST00000056467.7	chr9	-	122862128	ENSMUSG00000047036.8	Zfp445
ENSMUST00000213971.1	chr9	-	122857500	ENSMUSG00000047036.8	Zfp445
ENSMUST00000216243.1	chr9	-	122855380	ENSMUSG00000047036.8	Zfp445
